Frame#,Time,C7,,,T10,,,CLAV,,,STRN,,,LSHO,,,LELB,,,LWRA,,,LWRB,,,LFIN,,,RSHO,,,RELB,,,RWRA,,,RWRB,,,RFIN,,,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,LTIB,,,LANK,,,LHEE,,,LTOE,,,RTHI,,,RKNE,,,RTIB,,,RANK,,,RHEE,,,RTOE,,,RPINKY,,,LPINKY,,,INRKNE,,,INLKNE,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2.86,0.2282,-1.38078,1.48613,0.22495,-1.43837,1.24321,0.23742,-1.24418,1.37385,0.23944,-1.22654,1.21984,0.05217,-1.30749,1.44428,-0.01713,-1.42332,1.15155,0.00403,-1.49283,0.90126,-0.03327,-1.53822,0.93256,-0.03981,-1.55247,0.84978,0.40316,-1.32262,1.45402,0.50106,-1.23303,1.15494,0.4071,-1.0391,1.02425,0.45838,-1.05419,0.99583,0.43859,-0.99216,0.9666,0.11797,-1.25476,0.9619,0.37946,-1.29896,0.95666,0.17343,-1.41926,1.07162,0.25845,-1.43246,1.07036,0.06053,-1.23144,0.67,0.09144,-1.17885,0.49472,0.0818,-1.12136,0.30225,0.12817,-1.02431,0.11784,0.1658,-1.08022,0.10825,0.1861,-0.87631,0.14159,0.38283,-1.39992,0.66132,0.35293,-1.43058,0.47381,0.35416,-1.49766,0.30654,0.29412,-1.55985,0.086,0.25683,-1.60622,0.11678,0.24726,-1.40971,0.04872,0.31997,-1.45931,0.03834,0.11226,-0.90422,0.10754,0.25091,-1.4222,0.47718,0.19978,-1.17077,0.47857
288,2.87,0.22706,-1.3706,1.48427,0.22399,-1.42798,1.24124,0.23671,-1.23399,1.37203,0.23914,-1.2162,1.21803,0.05118,-1.29685,1.44225,-0.01766,-1.41611,1.15108,0.00361,-1.48918,0.90187,-0.03346,-1.53424,0.93377,-0.03941,-1.55017,0.8511,0.40225,-1.31298,1.45224,0.50059,-1.22413,1.1531,0.40601,-1.02989,1.02344,0.45719,-1.04462,0.99489,0.43726,-0.98256,0.966,0.11809,-1.24351,0.95991,0.37944,-1.28917,0.95485,0.17266,-1.40846,1.06953,0.25762,-1.42208,1.06836,0.06053,-1.21902,0.66852,0.09202,-1.1675,0.49293,0.08278,-1.10967,0.3007,0.12955,-1.01193,0.11679,0.16723,-1.06778,0.10708,0.18748,-0.86391,0.14132,0.3826,-1.39161,0.65995,0.35269,-1.42371,0.4726,0.35407,-1.49321,0.30634,0.29421,-1.55959,0.08658,0.25709,-1.60505,0.11819,0.24728,-1.40956,0.04871,0.31999,-1.45922,0.03832,0.11377,-0.89163,0.10678,0.25075,-1.41513,0.47589,0.20068,-1.16177,0.47693
289,2.88,0.22589,-1.36033,1.48245,0.22302,-1.41748,1.23932,0.23594,-1.2237,1.37025,0.23875,-1.20576,1.21627,0.05015,-1.28615,1.44025,-0.01825,-1.40831,1.15043,0.00315,-1.48455,0.90223,-0.03376,-1.52928,0.93465,-0.03914,-1.54674,0.85211,0.4013,-1.3032,1.45048,0.50007,-1.21545,1.15115,0.40501,-1.02105,1.02215,0.45611,-1.03557,0.99348,0.43609,-0.97347,0.96484,0.11808,-1.23218,0.95804,0.37929,-1.27923,0.95304,0.17187,-1.39757,1.06751,0.25675,-1.41158,1.06641,0.06081,-1.20583,0.66748,0.09276,-1.15554,0.49133,0.08385,-1.09895,0.29881,0.1308,-1.00227,0.1146,0.16854,-1.05806,0.10517,0.18862,-0.85416,0.13888,0.38224,-1.38301,0.65855,0.35242,-1.41648,0.47138,0.35396,-1.4885,0.3062,0.29439,-1.55921,0.08737,0.25745,-1.6038,0.11983,0.24732,-1.40943,0.04869,0.32002,-1.45911,0.03829,0.11502,-0.882,0.10425,0.25051,-1.40775,0.47456,0.20148,-1.15279,0.47545
290,2.89,0.22468,-1.34997,1.48069,0.22202,-1.40688,1.23748,0.23512,-1.21331,1.36854,0.23828,-1.19519,1.21458,0.04906,-1.2754,1.43832,-0.0189,-1.3999,1.14961,0.00267,-1.47891,0.90231,-0.03418,-1.52332,0.9352,-0.039,-1.54214,0.85278,0.40031,-1.2933,1.44876,0.49948,-1.207,1.14911,0.40412,-1.01261,1.02038,0.45515,-1.02704,0.9916,0.43509,-0.96491,0.96311,0.11796,-1.22073,0.95631,0.37902,-1.26914,0.95127,0.17104,-1.38655,1.06558,0.25583,-1.40093,1.06453,0.06137,-1.19213,0.6668,0.09362,-1.14307,0.48991,0.08499,-1.0891,0.29663,0.13193,-0.99502,0.11142,0.16971,-1.05075,0.10262,0.18962,-0.84677,0.13441,0.38176,-1.37413,0.65716,0.35211,-1.40885,0.47014,0.35383,-1.48352,0.30614,0.29467,-1.55867,0.08842,0.2579,-1.60246,0.12172,0.24736,-1.40931,0.04868,0.32003,-1.45899,0.03825,0.11608,-0.87502,0.10009,0.25019,-1.40005,0.4732,0.20215,-1.14383,0.47415
291,2.9,0.22343,-1.33952,1.47902,0.22098,-1.39617,1.23573,0.23425,-1.2028,1.36695,0.23774,-1.18448,1.213,0.04792,-1.2646,1.43647,-0.01959,-1.39087,1.14862,0.00216,-1.47227,0.90211,-0.03473,-1.51634,0.9354,-0.03903,-1.53636,0.8531,0.39926,-1.28327,1.44711,0.49884,-1.19876,1.14701,0.40335,-1.00455,1.01813,0.45432,-1.01904,0.98927,0.43426,-0.95688,0.96082,0.11774,-1.20912,0.95475,0.37864,-1.25891,0.94955,0.17016,-1.37538,1.06376,0.25485,-1.39012,1.06276,0.06214,-1.17823,0.66639,0.09454,-1.13029,0.48866,0.08619,-1.08,0.29423,0.13295,-0.98972,0.10753,0.17076,-1.04541,0.09968,0.19057,-0.84132,0.12818,0.38116,-1.36495,0.65577,0.35177,-1.40082,0.46889,0.35368,-1.47827,0.30616,0.29504,-1.55796,0.08976,0.25843,-1.60099,0.12391,0.24742,-1.40919,0.04867,0.32003,-1.45886,0.0382,0.11701,-0.87021,0.09455,0.24978,-1.39197,0.47182,0.2027,-1.13485,0.47306
292,2.91,0.22213,-1.329,1.47749,0.21987,-1.38533,1.23411,0.23332,-1.19219,1.36551,0.23712,-1.17363,1.21158,0.04672,-1.25375,1.43474,-0.02034,-1.3812,1.14746,0.00163,-1.46459,0.9016,-0.03539,-1.50834,0.93524,-0.03924,-1.52935,0.85306,0.39815,-1.27312,1.44556,0.49813,-1.19074,1.14488,0.4027,-0.9969,1.01543,0.45363,-1.0116,0.98651,0.43362,-0.94941,0.95798,0.11746,-1.19734,0.9534,0.37817,-1.24853,0.94793,0.16919,-1.36403,1.06211,0.25381,-1.37915,1.06112,0.06306,-1.16439,0.66618,0.09545,-1.11743,0.48757,0.08741,-1.07148,0.29177,0.13388,-0.98579,0.10331,0.17168,-1.04146,0.09663,0.19153,-0.83721,0.12064,0.38046,-1.35546,0.65442,0.35142,-1.39232,0.46765,0.35349,-1.4727,0.30631,0.29548,-1.55706,0.09144,0.25902,-1.59937,0.12646,0.24749,-1.40907,0.04865,0.32,-1.45873,0.03813,0.11786,-0.86699,0.088,0.24929,-1.38348,0.47042,0.2031,-1.12584,0.47221
293,2.92,0.22077,-1.3184,1.47613,0.21868,-1.37437,1.23265,0.23234,-1.18147,1.36428,0.23645,-1.16263,1.21036,0.04547,-1.24284,1.43316,-0.02114,-1.3709,1.14617,0.00109,-1.45587,0.90081,-0.03616,-1.4993,0.93473,-0.03964,-1.52109,0.85264,0.39701,-1.26289,1.44415,0.49735,-1.18293,1.14277,0.4022,-0.98967,1.01229,0.45309,-1.00472,0.98334,0.43317,-0.94252,0.95461,0.11713,-1.18539,0.95229,0.37762,-1.238,0.94643,0.16813,-1.35252,1.06066,0.2527,-1.368,1.05964,0.06403,-1.15086,0.66609,0.09624,-1.10476,0.48663,0.08862,-1.06336,0.28939,0.13471,-0.98256,0.09915,0.1725,-1.03825,0.09383,0.19252,-0.83383,0.11231,0.37966,-1.34562,0.65311,0.35105,-1.38332,0.46643,0.35325,-1.46678,0.30661,0.29597,-1.55595,0.09352,0.25964,-1.59752,0.12943,0.24757,-1.40895,0.04862,0.31993,-1.45862,0.03803,0.11863,-0.8647,0.08087,0.24872,-1.37449,0.46901,0.20335,-1.11677,0.47164
294,2.93,0.21935,-1.30773,1.47502,0.21741,-1.3633,1.23141,0.23132,-1.17066,1.3633,0.23574,-1.1515,1.20941,0.04415,-1.23185,1.43177,-0.022,-1.35995,1.14476,0.00055,-1.44609,0.89973,-0.03704,-1.4892,0.93387,-0.04022,-1.51155,0.85186,0.39583,-1.25259,1.44293,0.49648,-1.17533,1.14073,0.40183,-0.98289,1.00874,0.4527,-0.99843,0.97981,0.43292,-0.93626,0.95073,0.11678,-1.17332,0.95147,0.37703,-1.22732,0.94509,0.167,-1.34086,1.05948,0.25155,-1.3567,1.05836,0.06493,-1.13786,0.66607,0.09681,-1.09247,0.48587,0.08976,-1.05541,0.28729,0.13545,-0.97943,0.0954,0.17318,-1.03519,0.09158,0.19349,-0.83059,0.10374,0.37881,-1.33539,0.65188,0.3507,-1.37373,0.46525,0.35297,-1.46045,0.30713,0.2965,-1.55458,0.09605,0.26028,-1.59537,0.13291,0.24764,-1.40882,0.04859,0.31978,-1.45854,0.03792,0.1193,-0.86272,0.0736,0.24806,-1.36492,0.4676,0.20343,-1.10762,0.47136
295,2.94,0.21788,-1.297,1.47419,0.21605,-1.35213,1.23045,0.23027,-1.15979,1.36263,0.235,-1.14026,1.20877,0.04278,-1.22077,1.43061,-0.0229,-1.34837,1.14327,-0.00001,-1.4352,0.89842,-0.03802,-1.47802,0.93268,-0.04099,-1.50069,0.85072,0.39463,-1.24227,1.44197,0.49551,-1.16795,1.13882,0.40162,-0.97659,1.00482,0.45246,-0.99275,0.97598,0.4329,-0.93067,0.94639,0.1164,-1.16117,0.95102,0.37638,-1.21649,0.94396,0.16583,-1.32911,1.05863,0.25039,-1.34527,1.05732,0.06565,-1.1255,0.6661,0.09708,-1.08071,0.48533,0.09071,-1.04743,0.2856,0.13605,-0.97598,0.09229,0.17368,-1.03187,0.09003,0.19439,-0.82714,0.09544,0.37792,-1.32472,0.65074,0.35039,-1.36345,0.46414,0.35265,-1.45364,0.30792,0.29707,-1.55287,0.09911,0.2609,-1.59283,0.13697,0.24769,-1.40867,0.04853,0.31955,-1.45846,0.03781,0.11979,-0.86062,0.0666,0.24734,-1.35466,0.46621,0.20334,-1.09836,0.47141
296,2.95,0.21637,-1.2862,1.47371,0.21463,-1.34088,1.22982,0.22923,-1.14887,1.36231,0.23426,-1.12896,1.20848,0.04139,-1.20961,1.42971,-0.02384,-1.33614,1.14176,-0.00059,-1.42319,0.89692,-0.03909,-1.46574,0.9312,-0.04194,-1.48848,0.84924,0.39344,-1.23193,1.44134,0.49441,-1.16079,1.13712,0.40156,-0.97082,1.00057,0.45238,-0.98771,0.97191,0.43313,-0.9258,0.94163,0.11599,-1.149,0.95098,0.37567,-1.20551,0.94309,0.16465,-1.31732,1.05816,0.24927,-1.33374,1.05656,0.06607,-1.11381,0.6662,0.097,-1.06951,0.48505,0.09135,-1.0393,0.2844,0.13647,-0.9721,0.08985,0.17391,-1.0282,0.08919,0.19515,-0.82341,0.08772,0.37703,-1.31352,0.64972,0.35016,-1.35237,0.46312,0.35232,-1.44624,0.30904,0.29765,-1.55072,0.10277,0.26148,-1.58975,0.14172,0.24771,-1.40851,0.04846,0.31921,-1.45836,0.03777,0.12006,-0.85825,0.06009,0.2466,-1.34359,0.46488,0.20307,-1.08898,0.47179
297,2.96,0.21485,-1.27536,1.47357,0.21318,-1.32961,1.22954,0.2282,-1.13793,1.36236,0.23354,-1.11764,1.20856,0.03999,-1.19835,1.42911,-0.02481,-1.32327,1.14027,-0.00122,-1.41,0.89529,-0.04025,-1.45234,0.92946,-0.04305,-1.4749,0.84746,0.39226,-1.22159,1.44108,0.49318,-1.15387,1.1357,0.40167,-0.9656,0.99604,0.45244,-0.98333,0.96768,0.43362,-0.92171,0.93651,0.1155,-1.13686,0.95138,0.37487,-1.19438,0.9425,0.16352,-1.30556,1.05809,0.24822,-1.32215,1.05611,0.0661,-1.10274,0.66641,0.09658,-1.05881,0.48506,0.09155,-1.03106,0.2837,0.13667,-0.96801,0.08798,0.17383,-1.02435,0.08895,0.19572,-0.81962,0.08071,0.37617,-1.30173,0.64886,0.35007,-1.34038,0.46221,0.35201,-1.43817,0.31056,0.29824,-1.54799,0.10709,0.262,-1.58598,0.1472,0.24768,-1.40834,0.04837,0.31872,-1.45819,0.03787,0.12003,-0.85571,0.05421,0.24587,-1.33159,0.46362,0.20261,-1.07948,0.47249
298,2.97,0.21332,-1.2645,1.4738,0.21173,-1.31834,1.22962,0.22721,-1.12698,1.36279,0.23286,-1.10632,1.20902,0.03862,-1.18701,1.42885,-0.0258,-1.30977,1.13886,-0.00191,-1.39562,0.89358,-0.04151,-1.43779,0.92749,-0.0443,-1.45992,0.84541,0.39112,-1.21128,1.44124,0.49181,-1.1472,1.13462,0.40194,-0.96097,0.99131,0.45265,-0.97964,0.96337,0.43438,-0.91845,0.9311,0.1149,-1.12479,0.95225,0.37397,-1.18313,0.94224,0.16247,-1.29387,1.05843,0.24725,-1.31057,1.05599,0.06567,-1.0921,0.66677,0.0959,-1.04845,0.48535,0.09128,-1.02288,0.28338,0.13663,-0.96406,0.08655,0.17347,-1.02064,0.08916,0.19611,-0.81607,0.0744,0.37539,-1.28927,0.64815,0.35018,-1.32739,0.46145,0.35176,-1.42929,0.31252,0.29885,-1.54453,0.11211,0.26245,-1.58136,0.15348,0.24755,-1.40815,0.04828,0.31807,-1.4579,0.03816,0.11967,-0.85328,0.049,0.24526,-1.31853,0.46246,0.20199,-1.06985,0.47349
299,2.98,0.21182,-1.25366,1.47434,0.21031,-1.30713,1.23005,0.22628,-1.11605,1.36357,0.23222,-1.09505,1.20983,0.03731,-1.17559,1.42894,-0.02681,-1.29566,1.13756,-0.00262,-1.38004,0.89183,-0.04286,-1.42209,0.92533,-0.04567,-1.44353,0.84312,0.39,-1.201,1.44182,0.49031,-1.14081,1.1339,0.4024,-0.95697,0.98642,0.453,-0.97665,0.95907,0.4354,-0.91607,0.92546,0.11414,-1.11284,0.95355,0.37293,-1.17178,0.94232,0.1615,-1.28229,1.05913,0.24636,-1.29903,1.05622,0.06482,-1.08169,0.66735,0.09506,-1.03833,0.48587,0.09065,-1.01499,0.28336,0.1364,-0.96054,0.08546,0.17291,-1.01731,0.08965,0.19633,-0.813,0.0688,0.3747,-1.2761,0.6476,0.35054,-1.31332,0.46085,0.35164,-1.4195,0.31492,0.29946,-1.54017,0.11785,0.26284,-1.57569,0.16055,0.24732,-1.40794,0.04821,0.31726,-1.45745,0.03872,0.11898,-0.85118,0.04454,0.24485,-1.30428,0.46137,0.20121,-1.06016,0.47473
300,2.99,0.21034,-1.24286,1.47518,0.20894,-1.29601,1.23081,0.22542,-1.10517,1.36466,0.23163,-1.08387,1.21095,0.03607,-1.1641,1.42937,-0.02786,-1.28098,1.13641,-0.00335,-1.36326,0.89005,-0.04428,-1.40525,0.92302,-0.04713,-1.42574,0.84063,0.38891,-1.19076,1.44281,0.4887,-1.1347,1.13356,0.40303,-0.95362,0.98144,0.45348,-0.9744,0.95482,0.43668,-0.91459,0.91967,0.11321,-1.10104,0.95521,0.37176,-1.16038,0.94274,0.16062,-1.27087,1.06016,0.24551,-1.28758,1.05677,0.06364,-1.07132,0.6682,0.09418,-1.02839,0.48656,0.08979,-1.00758,0.28352,0.13607,-0.9576,0.08463,0.17225,-1.01451,0.09029,0.19649,-0.81053,0.06397,0.37415,-1.26218,0.64722,0.35119,-1.29815,0.4604,0.35168,-1.40868,0.31775,0.3001,-1.53475,0.12428,0.26317,-1.5688,0.16837,0.24696,-1.40767,0.04818,0.31632,-1.45676,0.03961,0.11805,-0.84949,0.04093,0.24474,-1.28876,0.46035,0.20033,-1.05046,0.47614
301,3,0.20889,-1.23213,1.47628,0.20762,-1.28501,1.23185,0.22464,-1.09437,1.36601,0.23108,-1.07279,1.21234,0.03494,-1.15258,1.43013,-0.02893,-1.26576,1.13542,-0.00409,-1.34529,0.88828,-0.04576,-1.38729,0.92059,-0.04864,-1.40657,0.83796,0.38784,-1.18059,1.44415,0.487,-1.1289,1.13357,0.40384,-0.95092,0.97643,0.45408,-0.97292,0.95066,0.43819,-0.91402,0.91378,0.11209,-1.08942,0.95717,0.37046,-1.14896,0.94349,0.15978,-1.25962,1.06143,0.24469,-1.27628,1.05762,0.06231,-1.06086,0.66933,0.09332,-1.01866,0.48736,0.08887,-1.00075,0.28381,0.13572,-0.95524,0.08402,0.17158,-1.01224,0.09099,0.19672,-0.80867,0.05994,0.37375,-1.24755,0.647,0.3521,-1.28189,0.46013,0.35191,-1.39673,0.32097,0.30075,-1.52813,0.13133,0.26346,-1.56053,0.17686,0.24648,-1.4073,0.04825,0.31527,-1.45577,0.04089,0.11705,-0.84823,0.03823,0.24503,-1.2719,0.45937,0.19937,-1.04088,0.47763
302,3.01,0.20748,-1.2215,1.47759,0.20635,-1.27417,1.23311,0.22393,-1.08366,1.36757,0.23056,-1.06186,1.21395,0.0339,-1.14103,1.43118,-0.03004,-1.25006,1.1346,-0.00481,-1.32619,0.88653,-0.0473,-1.36823,0.91804,-0.05018,-1.38605,0.83514,0.38678,-1.17051,1.44579,0.48525,-1.12339,1.1339,0.40482,-0.94885,0.97142,0.45478,-0.97221,0.94663,0.4399,-0.91434,0.90787,0.1108,-1.07801,0.95932,0.36905,-1.13758,0.94455,0.15895,-1.24856,1.06289,0.24384,-1.26513,1.05872,0.06099,-1.05034,0.67069,0.09256,-1.00925,0.48821,0.088,-0.99449,0.28418,0.13543,-0.95341,0.08359,0.17098,-1.01048,0.09168,0.19714,-0.80737,0.0567,0.37352,-1.23224,0.64693,0.35325,-1.26459,0.46005,0.35234,-1.3836,0.32453,0.30142,-1.52025,0.1389,0.26372,-1.55077,0.18591,0.24592,-1.40671,0.04851,0.31417,-1.45441,0.04264,0.11615,-0.84731,0.03642,0.24575,-1.25369,0.45842,0.19841,-1.03155,0.4791
303,3.02,0.20611,-1.21097,1.47905,0.20513,-1.26348,1.23456,0.2233,-1.07308,1.36929,0.23005,-1.0511,1.21571,0.03297,-1.12949,1.43249,-0.03118,-1.23391,1.13395,-0.0055,-1.30601,0.88479,-0.04887,-1.34811,0.91541,-0.05171,-1.36423,0.8322,0.38573,-1.16054,1.44763,0.48347,-1.11818,1.13449,0.40595,-0.94741,0.96644,0.45558,-0.97229,0.94272,0.44177,-0.91551,0.90199,0.10939,-1.06681,0.96156,0.36755,-1.12629,0.94587,0.15809,-1.2377,1.06448,0.24295,-1.25416,1.06002,0.0598,-1.03992,0.67216,0.0919,-1.00026,0.48905,0.08726,-0.98879,0.2846,0.13524,-0.95204,0.08329,0.17047,-1.00917,0.09232,0.19779,-0.80654,0.05418,0.37344,-1.21636,0.64702,0.35458,-1.24636,0.46017,0.35295,-1.36927,0.32834,0.30208,-1.51109,0.14686,0.26397,-1.53947,0.19536,0.24535,-1.40576,0.04904,0.31307,-1.45257,0.04494,0.11547,-0.84668,0.03537,0.24689,-1.23419,0.45749,0.1975,-1.02264,0.48049
304,3.03,0.20479,-1.20058,1.48062,0.20393,-1.25295,1.23613,0.22273,-1.06263,1.37111,0.22952,-1.04051,1.21756,0.03213,-1.11799,1.43401,-0.03234,-1.21735,1.13343,-0.00615,-1.28479,0.88309,-0.05044,-1.327,0.91269,-0.05321,-1.34116,0.82917,0.3847,-1.15069,1.44959,0.48172,-1.11326,1.13527,0.40722,-0.94654,0.96154,0.45646,-0.97311,0.93895,0.44375,-0.91747,0.89619,0.10789,-1.05586,0.9638,0.36601,-1.11512,0.9474,0.1572,-1.22702,1.06613,0.24198,-1.24337,1.06144,0.05879,-1.02983,0.67362,0.09136,-0.9918,0.48982,0.08666,-0.9836,0.285,0.13515,-0.95104,0.08311,0.17008,-1.00822,0.09289,0.19862,-0.80606,0.05228,0.3735,-1.20004,0.64725,0.35599,-1.22731,0.4605,0.35372,-1.35379,0.33234,0.30272,-1.50067,0.15512,0.26422,-1.52663,0.20507,0.24488,-1.4042,0.04995,0.31204,-1.45013,0.04789,0.11503,-0.84626,0.03488,0.24838,-1.21352,0.45661,0.19667,-1.01428,0.48176
305,3.04,0.20352,-1.19033,1.48223,0.20273,-1.24259,1.23776,0.22221,-1.05233,1.37296,0.22895,-1.0301,1.21945,0.03139,-1.10656,1.43566,-0.03352,-1.20041,1.13303,-0.00679,-1.26262,0.88145,-0.05197,-1.30494,0.90991,-0.05465,-1.31689,0.82609,0.38371,-1.141,1.45157,0.48002,-1.1086,1.13617,0.40862,-0.94622,0.95671,0.4574,-0.97461,0.93533,0.44582,-0.92013,0.8905,0.10637,-1.04518,0.96595,0.36444,-1.1041,0.94909,0.15624,-1.2165,1.0678,0.24095,-1.23276,1.06295,0.05793,-1.02029,0.67493,0.0909,-0.98394,0.49049,0.08622,-0.97889,0.28537,0.13516,-0.95034,0.08299,0.16981,-1.00754,0.0934,0.19952,-0.80582,0.05089,0.37367,-1.18342,0.64763,0.3574,-1.20759,0.46104,0.3546,-1.33724,0.33649,0.3033,-1.48906,0.1636,0.26443,-1.51235,0.2149,0.24466,-1.40176,0.05138,0.31113,-1.44692,0.05163,0.1148,-0.84599,0.03477,0.2501,-1.19187,0.45584,0.19595,-1.00658,0.48287
306,3.05,0.2023,-1.18023,1.48384,0.20152,-1.23236,1.23939,0.22174,-1.04219,1.3748,0.22834,-1.01987,1.22131,0.03072,-1.09524,1.4374,-0.03469,-1.18315,1.13272,-0.0074,-1.23955,0.87988,-0.05342,-1.282,0.90706,-0.05601,-1.29148,0.82299,0.38276,-1.13148,1.4535,0.47841,-1.10417,1.1371,0.41012,-0.94639,0.95199,0.45841,-0.9767,0.93187,0.44792,-0.92341,0.88497,0.10489,-1.03479,0.96796,0.36289,-1.09325,0.95087,0.15523,-1.20611,1.06944,0.23986,-1.22232,1.06448,0.05718,-1.01145,0.67599,0.09048,-0.97671,0.49101,0.0859,-0.97467,0.28568,0.13523,-0.94984,0.08291,0.16963,-1.00704,0.09385,0.20041,-0.80572,0.0499,0.37391,-1.16667,0.64817,0.35873,-1.18732,0.46182,0.35556,-1.31973,0.34073,0.30381,-1.47634,0.17226,0.26459,-1.49675,0.22471,0.24484,-1.3981,0.05341,0.31043,-1.44272,0.05628,0.11472,-0.84582,0.03487,0.25193,-1.16948,0.45529,0.19533,-0.99956,0.48382
307,3.06,0.20113,-1.17029,1.48542,0.20026,-1.22227,1.24099,0.22129,-1.03221,1.37659,0.22767,-1.0098,1.22313,0.0301,-1.08404,1.43918,-0.03588,-1.16559,1.13248,-0.00801,-1.21565,0.87841,-0.05479,-1.25823,0.90419,-0.05726,-1.26501,0.81994,0.38187,-1.12214,1.4553,0.4769,-1.09994,1.13801,0.41171,-0.94703,0.94737,0.45949,-0.97924,0.92856,0.45003,-0.92721,0.87961,0.10347,-1.02467,0.96977,0.36139,-1.08255,0.95271,0.15418,-1.19585,1.07101,0.23873,-1.21204,1.06599,0.0565,-1.00334,0.67676,0.09009,-0.9701,0.49137,0.0857,-0.9709,0.28591,0.13536,-0.94949,0.08284,0.16953,-1.00667,0.09427,0.20123,-0.80569,0.0492,0.37419,-1.14989,0.64886,0.35995,-1.16663,0.46282,0.35657,-1.3014,0.34502,0.3042,-1.46258,0.18106,0.26462,-1.48004,0.23442,0.24556,-1.39287,0.05611,0.31001,-1.43725,0.06195,0.11474,-0.84572,0.03507,0.25374,-1.1466,0.45504,0.19481,-0.99319,0.48461
308,3.07,0.2,-1.1605,1.48695,0.19897,-1.21229,1.24252,0.22087,-1.02238,1.3783,0.22695,-0.99988,1.22485,0.02953,-1.07302,1.44094,-0.03708,-1.14777,1.1323,-0.00857,-1.19098,0.87707,-0.05605,-1.23369,0.90133,-0.05838,-1.23753,0.817,0.38106,-1.11297,1.45692,0.47552,-1.09586,1.13887,0.41337,-0.94809,0.94287,0.46065,-0.9821,0.92544,0.45213,-0.93144,0.87445,0.10214,-1.01479,0.97138,0.35999,-1.07201,0.95454,0.1531,-1.18571,1.07249,0.23759,-1.2019,1.06743,0.05588,-0.99589,0.67724,0.08972,-0.96407,0.49158,0.08559,-0.96757,0.28607,0.13552,-0.94923,0.08278,0.16947,-1.0064,0.09467,0.20196,-0.8057,0.0487,0.37448,-1.13321,0.6497,0.36105,-1.14564,0.46406,0.3576,-1.28237,0.34933,0.30445,-1.44789,0.18997,0.26444,-1.46241,0.24392,0.24695,-1.38577,0.05947,0.30995,-1.4302,0.06861,0.11484,-0.84567,0.03529,0.25545,-1.12351,0.4552,0.19436,-0.98741,0.48523
309,3.08,0.19892,-1.15086,1.4884,0.19764,-1.20241,1.24396,0.22045,-1.01271,1.37992,0.2262,-0.99011,1.22649,0.02898,-1.06218,1.44265,-0.0383,-1.12974,1.13216,-0.00906,-1.16561,0.8759,-0.05719,-1.20842,0.89853,-0.05935,-1.20912,0.81423,0.38034,-1.104,1.45833,0.47426,-1.0919,1.13963,0.41508,-0.94954,0.9385,0.46192,-0.98517,0.92252,0.45421,-0.93602,0.86954,0.10086,-1.0051,0.97281,0.35868,-1.06159,0.95633,0.15203,-1.17569,1.07386,0.23647,-1.1919,1.06878,0.05531,-0.98895,0.67751,0.08936,-0.95855,0.49164,0.08557,-0.96466,0.28617,0.13571,-0.94903,0.08272,0.16945,-1.00619,0.09506,0.20258,-0.80571,0.04834,0.37476,-1.11666,0.6507,0.36205,-1.12445,0.46556,0.35861,-1.26279,0.35362,0.30454,-1.43232,0.19889,0.26399,-1.44409,0.25314,0.24909,-1.3765,0.06347,0.31032,-1.42128,0.07613,0.11498,-0.84563,0.03551,0.25699,-1.10044,0.45585,0.19398,-0.9821,0.4857
310,3.09,0.19789,-1.14134,1.48979,0.19628,-1.19262,1.2453,0.22005,-1.00317,1.38144,0.22542,-0.98047,1.22802,0.02844,-1.05153,1.44427,-0.03954,-1.11155,1.13207,-0.00945,-1.13958,0.87496,-0.05821,-1.18247,0.89585,-0.06015,-1.17985,0.81173,0.37969,-1.09519,1.45954,0.47312,-1.08804,1.14031,0.41681,-0.95134,0.93431,0.46328,-0.9884,0.91981,0.45628,-0.94088,0.86489,0.09963,-0.99554,0.97407,0.35749,-1.05127,0.95808,0.15098,-1.16579,1.07513,0.2354,-1.18201,1.07002,0.05479,-0.98235,0.67764,0.08903,-0.95345,0.4916,0.08562,-0.96213,0.28621,0.13592,-0.94888,0.08265,0.16946,-1.00604,0.09544,0.20311,-0.80572,0.04806,0.37502,-1.10027,0.65188,0.36297,-1.10318,0.46734,0.35956,-1.24277,0.35789,0.30447,-1.41592,0.2077,0.26321,-1.42524,0.26196,0.252,-1.36484,0.06799,0.31119,-1.4102,0.08424,0.11514,-0.84562,0.0357,0.25834,-1.07758,0.45704,0.19364,-0.97719,0.48604
