Frame#,Time,C7,,,T10,,,CLAV,,,STRN,,,LSHO,,,LELB,,,LWRA,,,LWRB,,,LFIN,,,RSHO,,,RELB,,,RWRA,,,RWRB,,,RFIN,,,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,LTIB,,,LANK,,,LHEE,,,LTOE,,,RTHI,,,RKNE,,,RTIB,,,RANK,,,RHEE,,,RTOE,,,RPINKY,,,LPINKY,,,INRKNE,,,INLKNE,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.18,0.22524,-2.21908,1.5012,0.22463,-2.25044,1.25208,0.23893,-2.07406,1.40238,0.23783,-2.03995,1.25111,0.05284,-2.14481,1.46666,-0.02432,-2.13777,1.15122,0.02356,-2.04563,0.91436,-0.02197,-2.09488,0.90589,-0.02177,-2.04652,0.83851,0.40438,-2.16662,1.47085,0.50728,-2.18679,1.154,0.47455,-2.06897,0.93283,0.51796,-2.11084,0.92459,0.5166,-2.07023,0.86348,0.11813,-2.05068,0.97875,0.38458,-2.07157,0.983,0.18526,-2.21545,1.08618,0.27199,-2.21894,1.08718,0.06879,-2.12956,0.68069,0.0861,-2.17012,0.49452,0.06941,-2.20003,0.29655,0.10977,-2.18795,0.08939,0.14744,-2.23394,0.10715,0.16633,-2.03855,0.05126,0.40807,-2.14926,0.68336,0.38638,-2.1628,0.49392,0.39679,-2.18431,0.31739,0.34988,-2.18473,0.08888,0.30016,-2.22793,0.0967,0.31867,-2.02501,0.05093,0.39878,-2.08815,0.05713,0.08035,-2.08287,0.0414,0.284,-2.15979,0.49229,0.18852,-2.18691,0.48379
20,0.19,0.22524,-2.21911,1.50121,0.22463,-2.25048,1.25209,0.23891,-2.07412,1.40235,0.23781,-2.04001,1.25109,0.05284,-2.14488,1.46665,-0.02432,-2.13785,1.1512,0.02355,-2.04571,0.91434,-0.02196,-2.09497,0.90588,-0.02177,-2.04662,0.8385,0.40437,-2.16665,1.47084,0.50723,-2.18678,1.15397,0.47446,-2.06892,0.93283,0.51787,-2.11079,0.92457,0.51649,-2.07017,0.86347,0.11809,-2.05073,0.97874,0.38454,-2.07158,0.98301,0.18524,-2.2155,1.08618,0.27196,-2.21898,1.08717,0.06877,-2.12959,0.68069,0.08609,-2.17015,0.49452,0.06941,-2.20005,0.29654,0.10977,-2.18796,0.08939,0.14744,-2.23395,0.10714,0.16632,-2.03855,0.05126,0.40805,-2.14925,0.68336,0.38636,-2.1628,0.49392,0.39678,-2.18431,0.31739,0.34988,-2.18474,0.08887,0.30016,-2.22793,0.09669,0.31867,-2.02501,0.05093,0.39879,-2.08816,0.05713,0.08035,-2.08287,0.0414,0.28399,-2.1598,0.49229,0.1885,-2.18692,0.48379
21,0.2,0.22525,-2.21913,1.50121,0.22463,-2.25052,1.25209,0.23889,-2.07418,1.40233,0.23779,-2.04007,1.25106,0.05283,-2.14494,1.46664,-0.0243,-2.13794,1.15119,0.02354,-2.04581,0.91432,-0.02196,-2.09506,0.90587,-0.02178,-2.04672,0.83849,0.40437,-2.16668,1.47082,0.50718,-2.18677,1.15393,0.47437,-2.06889,0.93282,0.51778,-2.11074,0.92455,0.51639,-2.07012,0.86345,0.11806,-2.05078,0.97874,0.3845,-2.07159,0.98301,0.18523,-2.21555,1.08617,0.27194,-2.21903,1.08716,0.06875,-2.12963,0.68069,0.08607,-2.17017,0.49452,0.0694,-2.20006,0.29654,0.10977,-2.18796,0.08939,0.14744,-2.23395,0.10714,0.16632,-2.03855,0.05127,0.40803,-2.14925,0.68336,0.38634,-2.16281,0.49392,0.39677,-2.18431,0.31739,0.34989,-2.18475,0.08887,0.30016,-2.22793,0.09668,0.31867,-2.02501,0.05093,0.39879,-2.08817,0.05713,0.08035,-2.08288,0.04139,0.28397,-2.15982,0.49228,0.18849,-2.18694,0.48379
22,0.21,0.22525,-2.21916,1.50122,0.22464,-2.25056,1.2521,0.23888,-2.07423,1.40231,0.23776,-2.04014,1.25104,0.05283,-2.14502,1.46664,-0.02429,-2.13803,1.15118,0.02352,-2.0459,0.9143,-0.02195,-2.09516,0.90585,-0.02179,-2.04682,0.83848,0.40436,-2.1667,1.47081,0.50714,-2.18677,1.15389,0.47429,-2.06886,0.93281,0.5177,-2.1107,0.92452,0.51631,-2.07009,0.86344,0.11802,-2.05083,0.97874,0.38447,-2.07161,0.98301,0.18521,-2.21561,1.08617,0.27193,-2.21907,1.08715,0.06872,-2.12967,0.68069,0.08606,-2.1702,0.49452,0.0694,-2.20008,0.29653,0.10977,-2.18797,0.08938,0.14744,-2.23395,0.10714,0.16631,-2.03855,0.05127,0.40801,-2.14925,0.68336,0.38633,-2.16282,0.49391,0.39676,-2.18431,0.31739,0.34989,-2.18475,0.08887,0.30017,-2.22793,0.09667,0.31867,-2.02501,0.05093,0.39879,-2.08816,0.05714,0.08034,-2.08288,0.04139,0.28396,-2.15984,0.49228,0.18848,-2.18695,0.48379
23,0.22,0.22526,-2.21919,1.50123,0.22464,-2.2506,1.25211,0.23886,-2.07428,1.40229,0.23773,-2.0402,1.25101,0.05282,-2.14509,1.46663,-0.02428,-2.13812,1.15117,0.02352,-2.046,0.91429,-0.02195,-2.09526,0.90584,-0.02179,-2.04693,0.83847,0.40436,-2.16672,1.47079,0.5071,-2.18677,1.15386,0.47422,-2.06884,0.93279,0.51763,-2.11067,0.92449,0.51623,-2.07006,0.86342,0.11799,-2.05089,0.97874,0.38443,-2.07163,0.98301,0.1852,-2.21566,1.08616,0.27191,-2.21912,1.08714,0.0687,-2.12971,0.6807,0.08605,-2.17022,0.49452,0.06939,-2.20009,0.29653,0.10977,-2.18797,0.08938,0.14744,-2.23395,0.10714,0.16631,-2.03855,0.05127,0.40799,-2.14926,0.68337,0.38632,-2.16283,0.49391,0.39675,-2.18432,0.31739,0.34989,-2.18474,0.08886,0.30017,-2.22793,0.09667,0.31867,-2.02501,0.05093,0.39879,-2.08816,0.05714,0.08034,-2.08288,0.04139,0.28394,-2.15987,0.49228,0.18847,-2.18697,0.4838
24,0.23,0.22527,-2.21921,1.50123,0.22465,-2.25064,1.25212,0.23885,-2.07434,1.40226,0.2377,-2.04026,1.25099,0.05281,-2.14516,1.46662,-0.02426,-2.13822,1.15116,0.02351,-2.0461,0.91427,-0.02194,-2.09537,0.90583,-0.0218,-2.04705,0.83846,0.40436,-2.16674,1.47077,0.50706,-2.18678,1.15383,0.47416,-2.06882,0.93277,0.51757,-2.11065,0.92446,0.51616,-2.07005,0.8634,0.11795,-2.05096,0.97875,0.3844,-2.07165,0.983,0.18518,-2.21572,1.08616,0.2719,-2.21917,1.08713,0.06868,-2.12976,0.6807,0.08604,-2.17025,0.49452,0.06939,-2.20011,0.29653,0.10977,-2.18797,0.08938,0.14744,-2.23395,0.10714,0.1663,-2.03855,0.05128,0.40798,-2.14928,0.68337,0.38631,-2.16286,0.49391,0.39675,-2.18433,0.31738,0.34989,-2.18474,0.08886,0.30017,-2.22794,0.09667,0.31867,-2.02501,0.05093,0.39878,-2.08815,0.05713,0.08034,-2.08287,0.04139,0.28393,-2.15991,0.49228,0.18846,-2.18698,0.4838
25,0.24,0.22528,-2.21923,1.50124,0.22465,-2.25067,1.25212,0.23883,-2.07439,1.40224,0.23767,-2.04033,1.25096,0.05281,-2.14523,1.46662,-0.02425,-2.13833,1.15115,0.0235,-2.04621,0.91426,-0.02193,-2.09549,0.90582,-0.0218,-2.04717,0.83845,0.40436,-2.16676,1.47075,0.50703,-2.18679,1.1538,0.4741,-2.06882,0.93274,0.51751,-2.11064,0.92443,0.5161,-2.07005,0.86338,0.11791,-2.05103,0.97875,0.38437,-2.07168,0.983,0.18517,-2.21578,1.08616,0.27189,-2.21922,1.08712,0.06867,-2.12981,0.6807,0.08603,-2.17028,0.49452,0.06939,-2.20013,0.29652,0.10977,-2.18797,0.08938,0.14745,-2.23395,0.10713,0.1663,-2.03855,0.05128,0.40797,-2.1493,0.68337,0.3863,-2.16289,0.49391,0.39675,-2.18434,0.31738,0.34989,-2.18473,0.08886,0.30017,-2.22794,0.09667,0.31866,-2.02501,0.05093,0.39877,-2.08814,0.05713,0.08033,-2.08287,0.04138,0.28393,-2.15995,0.49227,0.18845,-2.187,0.4838
26,0.25,0.2253,-2.21925,1.50125,0.22466,-2.25071,1.25213,0.23881,-2.07444,1.40221,0.23763,-2.04039,1.25094,0.0528,-2.14529,1.46662,-0.02424,-2.13844,1.15115,0.02349,-2.04631,0.91425,-0.02191,-2.09561,0.90581,-0.02181,-2.04729,0.83844,0.40436,-2.16677,1.47073,0.507,-2.1868,1.15377,0.47405,-2.06882,0.93271,0.51746,-2.11064,0.9244,0.51605,-2.07006,0.86335,0.11788,-2.05111,0.97875,0.38434,-2.07172,0.983,0.18516,-2.21584,1.08615,0.27189,-2.21927,1.08711,0.06865,-2.12986,0.6807,0.08602,-2.17031,0.49452,0.06939,-2.20015,0.29652,0.10977,-2.18797,0.08937,0.14745,-2.23395,0.10713,0.16629,-2.03855,0.05128,0.40796,-2.14933,0.68338,0.38629,-2.16293,0.49391,0.39675,-2.18436,0.31738,0.34989,-2.18473,0.08886,0.30018,-2.22794,0.09666,0.31866,-2.02501,0.05093,0.39876,-2.08813,0.05713,0.08033,-2.08287,0.04138,0.28392,-2.16,0.49227,0.18845,-2.18702,0.4838
27,0.26,0.22531,-2.21927,1.50126,0.22466,-2.25074,1.25214,0.23879,-2.0745,1.40218,0.23759,-2.04045,1.25091,0.05279,-2.14536,1.46662,-0.02423,-2.13855,1.15114,0.02348,-2.04642,0.91425,-0.02189,-2.09574,0.90581,-0.02181,-2.04742,0.83844,0.40436,-2.16678,1.47071,0.50698,-2.18682,1.15374,0.47401,-2.06884,0.93268,0.51742,-2.11065,0.92436,0.516,-2.07008,0.86332,0.11784,-2.05121,0.97874,0.38431,-2.07175,0.983,0.18516,-2.2159,1.08615,0.27188,-2.21932,1.0871,0.06863,-2.12992,0.6807,0.08602,-2.17035,0.49452,0.06939,-2.20017,0.29652,0.10978,-2.18796,0.08937,0.14745,-2.23394,0.10713,0.16629,-2.03855,0.05128,0.40795,-2.14937,0.68338,0.38628,-2.16298,0.49391,0.39675,-2.18439,0.31738,0.34989,-2.18473,0.08885,0.30018,-2.22795,0.09666,0.31866,-2.02501,0.05093,0.39876,-2.08813,0.05713,0.08033,-2.08287,0.04138,0.28391,-2.16005,0.49226,0.18845,-2.18704,0.4838
28,0.27,0.22532,-2.21928,1.50128,0.22467,-2.25077,1.25215,0.23876,-2.07455,1.40215,0.23755,-2.04052,1.25088,0.05277,-2.14541,1.46663,-0.02423,-2.13867,1.15114,0.02347,-2.04653,0.91425,-0.02187,-2.09587,0.90581,-0.02181,-2.04754,0.83843,0.40436,-2.16678,1.47069,0.50695,-2.18683,1.15371,0.47397,-2.06887,0.93265,0.51738,-2.11067,0.92433,0.51596,-2.07011,0.86329,0.11781,-2.0513,0.97874,0.38429,-2.07178,0.98299,0.18515,-2.21597,1.08616,0.27188,-2.21937,1.0871,0.06862,-2.12998,0.6807,0.08601,-2.17038,0.49453,0.06939,-2.20019,0.29651,0.10978,-2.18796,0.08937,0.14746,-2.23394,0.10712,0.16628,-2.03855,0.05128,0.40794,-2.14941,0.68338,0.38627,-2.16303,0.49391,0.39675,-2.18441,0.31738,0.34989,-2.18473,0.08885,0.30018,-2.22795,0.09666,0.31866,-2.02502,0.05093,0.39875,-2.08812,0.05713,0.08033,-2.08287,0.04138,0.28391,-2.1601,0.49226,0.18844,-2.18707,0.4838
29,0.28,0.22532,-2.21929,1.50129,0.22467,-2.2508,1.25217,0.23873,-2.0746,1.40212,0.2375,-2.04059,1.25086,0.05275,-2.14547,1.46663,-0.02423,-2.13879,1.15114,0.02347,-2.04664,0.91425,-0.02186,-2.096,0.9058,-0.0218,-2.04768,0.83843,0.40435,-2.16677,1.47067,0.50693,-2.18684,1.15368,0.47394,-2.0689,0.93262,0.51736,-2.1107,0.9243,0.51593,-2.07015,0.86326,0.11778,-2.0514,0.97874,0.38426,-2.07182,0.98299,0.18515,-2.21604,1.08616,0.27188,-2.21942,1.0871,0.06861,-2.13005,0.6807,0.08601,-2.17042,0.49453,0.06938,-2.20021,0.29651,0.10978,-2.18796,0.08937,0.14746,-2.23394,0.10712,0.16628,-2.03855,0.05128,0.40793,-2.14945,0.68338,0.38627,-2.16308,0.49391,0.39676,-2.18444,0.31737,0.3499,-2.18473,0.08885,0.30019,-2.22796,0.09666,0.31866,-2.02502,0.05093,0.39875,-2.08812,0.05713,0.08033,-2.08287,0.04138,0.2839,-2.16015,0.49225,0.18844,-2.1871,0.48381
30,0.29,0.22533,-2.2193,1.5013,0.22467,-2.25083,1.25218,0.23869,-2.07465,1.40209,0.23746,-2.04067,1.25082,0.05273,-2.14551,1.46664,-0.02424,-2.1389,1.15114,0.02346,-2.04675,0.91426,-0.02184,-2.09614,0.90581,-0.0218,-2.04781,0.83843,0.40434,-2.16676,1.47065,0.50691,-2.18686,1.15365,0.47392,-2.06895,0.93258,0.51733,-2.11075,0.92427,0.51591,-2.0702,0.86322,0.11775,-2.05149,0.97874,0.38424,-2.07186,0.98299,0.18515,-2.21611,1.08617,0.27189,-2.21947,1.0871,0.06859,-2.13011,0.6807,0.086,-2.17046,0.49453,0.06938,-2.20023,0.29651,0.10978,-2.18796,0.08937,0.14747,-2.23394,0.10712,0.16628,-2.03856,0.05128,0.40792,-2.1495,0.68339,0.38627,-2.16313,0.49391,0.39677,-2.18448,0.31737,0.3499,-2.18473,0.08885,0.30019,-2.22796,0.09666,0.31866,-2.02503,0.05093,0.39874,-2.08811,0.05713,0.08033,-2.08287,0.04138,0.28389,-2.1602,0.49224,0.18844,-2.18713,0.48381
31,0.3,0.22533,-2.21931,1.50132,0.22467,-2.25086,1.2522,0.23865,-2.07469,1.40206,0.23741,-2.04075,1.25079,0.05271,-2.14556,1.46666,-0.02424,-2.13901,1.15114,0.02346,-2.04686,0.91427,-0.02182,-2.09627,0.90581,-0.02179,-2.04795,0.83842,0.40433,-2.16674,1.47063,0.50689,-2.18686,1.15363,0.47389,-2.069,0.93255,0.51731,-2.1108,0.92425,0.51589,-2.07026,0.86319,0.11773,-2.05159,0.97874,0.38421,-2.0719,0.98299,0.18515,-2.21618,1.08618,0.27189,-2.21953,1.0871,0.06858,-2.13018,0.6807,0.086,-2.1705,0.49454,0.06938,-2.20025,0.29651,0.10979,-2.18796,0.08937,0.14747,-2.23394,0.10712,0.16628,-2.03856,0.05128,0.40791,-2.14955,0.68339,0.38627,-2.16319,0.49391,0.39678,-2.18451,0.31737,0.3499,-2.18473,0.08885,0.3002,-2.22797,0.09667,0.31866,-2.02504,0.05093,0.39873,-2.08811,0.05712,0.08033,-2.08287,0.04138,0.28389,-2.16026,0.49224,0.18844,-2.18716,0.48381
32,0.31,0.22532,-2.21931,1.50134,0.22467,-2.25089,1.25222,0.23861,-2.07474,1.40202,0.23737,-2.04083,1.25075,0.05268,-2.1456,1.46667,-0.02425,-2.13913,1.15113,0.02346,-2.04697,0.91428,-0.02181,-2.0964,0.90581,-0.02179,-2.04809,0.83841,0.40431,-2.16672,1.47062,0.50688,-2.18687,1.15362,0.47387,-2.06906,0.93252,0.51729,-2.11085,0.92422,0.51587,-2.07033,0.86315,0.1177,-2.05169,0.97874,0.38419,-2.07194,0.98298,0.18515,-2.21625,1.08619,0.27189,-2.21958,1.08711,0.06857,-2.13025,0.6807,0.086,-2.17054,0.49454,0.06938,-2.20027,0.2965,0.10979,-2.18796,0.08937,0.14747,-2.23394,0.10712,0.16628,-2.03856,0.05128,0.4079,-2.1496,0.68339,0.38626,-2.16325,0.49392,0.39679,-2.18454,0.31737,0.34991,-2.18473,0.08885,0.3002,-2.22797,0.09667,0.31866,-2.02504,0.05093,0.39873,-2.08811,0.05712,0.08033,-2.08288,0.04139,0.28388,-2.16032,0.49223,0.18845,-2.18719,0.48381
33,0.32,0.22532,-2.21931,1.50135,0.22466,-2.25092,1.25224,0.23857,-2.07478,1.40199,0.23733,-2.04091,1.25071,0.05265,-2.14564,1.46668,-0.02427,-2.13924,1.15113,0.02346,-2.04709,0.91428,-0.0218,-2.09653,0.90581,-0.02178,-2.04823,0.8384,0.40429,-2.1667,1.47061,0.50686,-2.18688,1.15361,0.47384,-2.06913,0.93249,0.51728,-2.11092,0.9242,0.51585,-2.07042,0.86312,0.11767,-2.05178,0.97874,0.38417,-2.07198,0.98298,0.18515,-2.21632,1.0862,0.27189,-2.21963,1.08711,0.06856,-2.13032,0.68071,0.08599,-2.17058,0.49454,0.06938,-2.2003,0.2965,0.10979,-2.18796,0.08937,0.14747,-2.23394,0.10712,0.16628,-2.03857,0.05128,0.40789,-2.14965,0.68339,0.38626,-2.16331,0.49392,0.3968,-2.18458,0.31737,0.34991,-2.18473,0.08885,0.3002,-2.22798,0.09667,0.31866,-2.02505,0.05093,0.39872,-2.08811,0.05712,0.08033,-2.08288,0.04139,0.28388,-2.16038,0.49223,0.18845,-2.18723,0.48382
34,0.33,0.22531,-2.21932,1.50137,0.22466,-2.25095,1.25226,0.23853,-2.07483,1.40196,0.23729,-2.04099,1.25068,0.05262,-2.14568,1.46669,-0.02428,-2.13935,1.15112,0.02345,-2.04721,0.91427,-0.0218,-2.09667,0.9058,-0.02178,-2.04837,0.83838,0.40427,-2.16668,1.47061,0.50684,-2.18689,1.15361,0.47382,-2.06921,0.93245,0.51726,-2.11099,0.92418,0.51584,-2.07051,0.86308,0.11764,-2.05187,0.97874,0.38414,-2.07203,0.98298,0.18515,-2.21639,1.08621,0.2719,-2.21968,1.08712,0.06855,-2.13039,0.68071,0.08598,-2.17062,0.49455,0.06937,-2.20032,0.2965,0.10979,-2.18797,0.08937,0.14747,-2.23394,0.10713,0.16628,-2.03857,0.05128,0.40788,-2.14971,0.68339,0.38626,-2.16338,0.49392,0.39681,-2.18462,0.31737,0.34991,-2.18474,0.08885,0.3002,-2.22799,0.09667,0.31867,-2.02505,0.05094,0.39872,-2.08811,0.05712,0.08034,-2.08288,0.04138,0.28387,-2.16044,0.49222,0.18845,-2.18726,0.48382
35,0.34,0.2253,-2.21932,1.50139,0.22465,-2.25098,1.25228,0.23849,-2.07487,1.40193,0.23726,-2.04108,1.25064,0.05259,-2.14572,1.46669,-0.0243,-2.13946,1.15111,0.02344,-2.04733,0.91426,-0.0218,-2.0968,0.90578,-0.02178,-2.04852,0.83836,0.40425,-2.16665,1.47061,0.50683,-2.1869,1.15362,0.4738,-2.06929,0.93243,0.51724,-2.11107,0.92417,0.51582,-2.07061,0.86305,0.11762,-2.05195,0.97875,0.38412,-2.07208,0.98297,0.18515,-2.21645,1.08623,0.2719,-2.21974,1.08713,0.06854,-2.13046,0.68071,0.08598,-2.17067,0.49455,0.06937,-2.20034,0.29649,0.10978,-2.18797,0.08937,0.14746,-2.23395,0.10713,0.16628,-2.03857,0.05128,0.40787,-2.14976,0.68339,0.38625,-2.16345,0.49391,0.3968,-2.18467,0.31736,0.3499,-2.18475,0.08885,0.3002,-2.22799,0.09666,0.31867,-2.02506,0.05094,0.39873,-2.08812,0.05712,0.08034,-2.08288,0.04138,0.28386,-2.1605,0.49221,0.18845,-2.1873,0.48382
36,0.35,0.22529,-2.21932,1.5014,0.22465,-2.251,1.2523,0.23845,-2.07492,1.4019,0.23722,-2.04116,1.2506,0.05256,-2.14576,1.46668,-0.02432,-2.13957,1.15109,0.02343,-2.04746,0.91425,-0.02181,-2.09693,0.90576,-0.02179,-2.04867,0.83832,0.40424,-2.16662,1.47062,0.50681,-2.18691,1.15363,0.47378,-2.06937,0.9324,0.51723,-2.11115,0.92415,0.5158,-2.07072,0.86302,0.11759,-2.05204,0.97875,0.3841,-2.07213,0.98297,0.18515,-2.21652,1.08623,0.2719,-2.21979,1.08713,0.06852,-2.13052,0.68071,0.08597,-2.17071,0.49455,0.06936,-2.20036,0.29649,0.10978,-2.18797,0.08937,0.14746,-2.23395,0.10713,0.16628,-2.03858,0.05128,0.40786,-2.14982,0.6834,0.38623,-2.16353,0.49391,0.39678,-2.18472,0.31735,0.3499,-2.18476,0.08885,0.3002,-2.228,0.09665,0.31867,-2.02506,0.05094,0.39873,-2.08813,0.05713,0.08035,-2.08288,0.04138,0.28385,-2.16057,0.49221,0.18845,-2.18734,0.48383
37,0.36,0.22528,-2.21933,1.50142,0.22464,-2.25103,1.25232,0.23842,-2.07497,1.40187,0.2372,-2.04124,1.25056,0.05253,-2.1458,1.46667,-0.02434,-2.13967,1.15107,0.02341,-2.04759,0.91422,-0.02182,-2.09707,0.90573,-0.02181,-2.04882,0.83829,0.40422,-2.1666,1.47063,0.5068,-2.18692,1.15365,0.47376,-2.06945,0.93238,0.51721,-2.11124,0.92414,0.51579,-2.07083,0.86299,0.11757,-2.05211,0.97875,0.38409,-2.07219,0.98296,0.18514,-2.21659,1.08624,0.27189,-2.21985,1.08713,0.06851,-2.13059,0.68071,0.08597,-2.17076,0.49455,0.06935,-2.20038,0.29649,0.10978,-2.18797,0.08937,0.14746,-2.23395,0.10713,0.16628,-2.03858,0.05128,0.40785,-2.14988,0.6834,0.3862,-2.16361,0.4939,0.39673,-2.18478,0.31734,0.3499,-2.18477,0.08884,0.30019,-2.22801,0.09663,0.31867,-2.02507,0.05094,0.39874,-2.08814,0.05714,0.08035,-2.08288,0.04139,0.28384,-2.16063,0.49221,0.18844,-2.18737,0.48383
38,0.37,0.22527,-2.21933,1.50143,0.22465,-2.25106,1.25233,0.23839,-2.07501,1.40184,0.23717,-2.04133,1.25052,0.0525,-2.14584,1.46666,-0.02436,-2.13978,1.15105,0.02338,-2.04773,0.91419,-0.02184,-2.09721,0.9057,-0.02184,-2.04898,0.83825,0.4042,-2.16657,1.47064,0.50679,-2.18694,1.15366,0.47375,-2.06953,0.93236,0.51719,-2.11133,0.92414,0.51577,-2.07095,0.86296,0.11754,-2.05219,0.97876,0.38407,-2.07225,0.98296,0.18514,-2.21666,1.08625,0.27189,-2.21991,1.08714,0.06849,-2.13065,0.68071,0.08596,-2.1708,0.49456,0.06935,-2.2004,0.29648,0.10978,-2.18797,0.08937,0.14746,-2.23395,0.10713,0.16628,-2.03858,0.05128,0.40784,-2.14994,0.6834,0.38615,-2.16371,0.49388,0.39666,-2.18485,0.31732,0.3499,-2.18478,0.08884,0.30019,-2.22802,0.09661,0.31867,-2.02507,0.05094,0.39875,-2.08815,0.05717,0.08035,-2.08288,0.04139,0.28383,-2.16069,0.4922,0.18844,-2.18741,0.48383
39,0.38,0.22526,-2.21934,1.50145,0.22465,-2.25109,1.25235,0.23836,-2.07506,1.40181,0.23715,-2.04142,1.25048,0.05248,-2.14589,1.46664,-0.02437,-2.13987,1.15103,0.02336,-2.04787,0.91416,-0.02185,-2.09736,0.90566,-0.02187,-2.04914,0.8382,0.40419,-2.16655,1.47065,0.50678,-2.18697,1.15368,0.47373,-2.0696,0.93234,0.51718,-2.11142,0.92413,0.51574,-2.07106,0.86293,0.11752,-2.05226,0.97876,0.38405,-2.0723,0.98295,0.18513,-2.21673,1.08626,0.27188,-2.21996,1.08714,0.06848,-2.1307,0.68071,0.08595,-2.17084,0.49456,0.06934,-2.20042,0.29648,0.10978,-2.18798,0.08937,0.14746,-2.23396,0.10713,0.16628,-2.03858,0.05128,0.40784,-2.15,0.6834,0.38609,-2.16383,0.49386,0.39656,-2.18493,0.31729,0.34989,-2.18479,0.08883,0.30018,-2.22802,0.09658,0.31867,-2.02507,0.05094,0.39876,-2.08816,0.0572,0.08035,-2.08288,0.04139,0.28383,-2.16075,0.4922,0.18843,-2.18745,0.48383
40,0.39,0.22525,-2.21935,1.50146,0.22465,-2.25112,1.25236,0.23833,-2.07512,1.40177,0.23713,-2.04151,1.25044,0.05245,-2.14594,1.46662,-0.02438,-2.13997,1.151,0.02332,-2.04802,0.91411,-0.02188,-2.09751,0.90562,-0.02191,-2.04931,0.83816,0.40418,-2.16654,1.47066,0.50678,-2.187,1.1537,0.47372,-2.06968,0.93233,0.51716,-2.11151,0.92413,0.51572,-2.07117,0.86291,0.11749,-2.05233,0.97876,0.38403,-2.07236,0.98295,0.18513,-2.2168,1.08626,0.27188,-2.22002,1.08713,0.06846,-2.13076,0.68071,0.08594,-2.17089,0.49456,0.06933,-2.20044,0.29647,0.10978,-2.18798,0.08937,0.14745,-2.23396,0.10713,0.16628,-2.03858,0.05128,0.40783,-2.15006,0.6834,0.38602,-2.16395,0.49384,0.39644,-2.18502,0.31726,0.34989,-2.1848,0.08883,0.30018,-2.22804,0.09654,0.31867,-2.02508,0.05095,0.39878,-2.08817,0.05723,0.08035,-2.08288,0.04139,0.28382,-2.16081,0.4922,0.18842,-2.18749,0.48383
41,0.4,0.22524,-2.21936,1.50147,0.22465,-2.25116,1.25237,0.23831,-2.07517,1.40174,0.23711,-2.04161,1.25039,0.05243,-2.14599,1.46659,-0.02439,-2.14007,1.15097,0.02329,-2.04817,0.91406,-0.0219,-2.09766,0.90559,-0.02196,-2.04948,0.83811,0.40417,-2.16653,1.47067,0.50677,-2.18703,1.15372,0.47371,-2.06974,0.93233,0.51715,-2.1116,0.92413,0.5157,-2.07127,0.86289,0.11747,-2.0524,0.97876,0.38401,-2.07243,0.98294,0.18512,-2.21686,1.08627,0.27187,-2.22008,1.08713,0.06844,-2.13081,0.68071,0.08592,-2.17093,0.49456,0.06931,-2.20046,0.29646,0.10977,-2.18798,0.08937,0.14745,-2.23397,0.10713,0.16628,-2.03858,0.05128,0.40782,-2.15012,0.6834,0.38594,-2.16407,0.49381,0.39631,-2.1851,0.31723,0.34989,-2.18481,0.08883,0.30017,-2.22805,0.0965,0.31867,-2.02508,0.05095,0.39879,-2.08817,0.05727,0.08035,-2.08288,0.04139,0.28381,-2.16087,0.4922,0.18841,-2.18753,0.48383
42,0.41,0.22524,-2.21937,1.50148,0.22465,-2.25119,1.25238,0.23828,-2.07522,1.40171,0.23709,-2.0417,1.25035,0.05241,-2.14605,1.46656,-0.0244,-2.14016,1.15095,0.02324,-2.04832,0.914,-0.02193,-2.09782,0.90555,-0.02201,-2.04965,0.83806,0.40415,-2.16653,1.47068,0.50678,-2.18707,1.15374,0.4737,-2.06981,0.93233,0.51713,-2.11168,0.92413,0.51568,-2.07137,0.86288,0.11745,-2.05246,0.97876,0.38399,-2.07249,0.98294,0.18512,-2.21693,1.08627,0.27186,-2.22014,1.08713,0.06842,-2.13086,0.68071,0.08591,-2.17098,0.49456,0.0693,-2.20048,0.29645,0.10977,-2.18799,0.08937,0.14745,-2.23397,0.10713,0.16628,-2.03858,0.05129,0.40781,-2.15017,0.6834,0.38587,-2.16418,0.49379,0.39619,-2.18519,0.3172,0.34988,-2.18482,0.08883,0.30017,-2.22806,0.09647,0.31867,-2.02508,0.05095,0.3988,-2.08818,0.05731,0.08034,-2.08288,0.04139,0.2838,-2.16093,0.4922,0.1884,-2.18758,0.48382
