Frame#,Time,C7,,,T10,,,CLAV,,,STRN,,,LSHO,,,LELB,,,LWRA,,,LWRB,,,LFIN,,,RSHO,,,RELB,,,RWRA,,,RWRB,,,RFIN,,,LASI,,,RASI,,,LPSI,,,RPSI,,,LTHI,,,LKNE,,,LTIB,,,LANK,,,LHEE,,,LTOE,,,RTHI,,,RKNE,,,RTIB,,,RANK,,,RHEE,,,RTOE,,,RPINKY,,,LPINKY,,,INRKNE,,,INLKNE,,
,,X1,Y1,Z1,X2,Y2,Z2,X3,Y3,Z3,X4,Y4,Z4,X5,Y5,Z5,X6,Y6,Z6,X7,Y7,Z7,X8,Y8,Z8,X9,Y9,Z9,X10,Y10,Z10,X11,Y11,Z11,X12,Y12,Z12,X13,Y13,Z13,X14,Y14,Z14,X15,Y15,Z15,X16,Y16,Z16,X17,Y17,Z17,X18,Y18,Z18,X19,Y19,Z19,X20,Y20,Z20,X21,Y21,Z21,X22,Y22,Z22,X23,Y23,Z23,X24,Y24,Z24,X25,Y25,Z25,X26,Y26,Z26,X27,Y27,Z27,X28,Y28,Z28,X29,Y29,Z29,X30,Y30,Z30,X31,Y31,Z31,X32,Y32,Z32,X33,Y33,Z33,X34,Y34,Z34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,3.16,0.1522,-0.90807,1.50358,0.15909,-0.96109,1.259,0.18231,-0.77367,1.39394,0.18537,-0.75218,1.23976,-0.00883,-0.81806,1.45927,-0.07707,-0.66474,1.19163,-0.00983,-0.45843,1.04963,-0.05668,-0.49048,1.0141,-0.05403,-0.41344,0.98848,0.33743,-0.8706,1.47969,0.43476,-1.00651,1.19198,0.422,-1.01444,0.93906,0.45956,-1.06011,0.95781,0.46462,-1.05912,0.88409,0.06153,-0.78132,0.98006,0.32349,-0.80361,0.98373,0.12958,-0.94273,1.08632,0.21525,-0.94904,1.0847,0.03025,-0.83389,0.67515,0.06204,-0.85044,0.48563,0.06133,-0.90211,0.2868,0.11416,-0.92266,0.08211,0.14733,-0.97468,0.10141,0.18173,-0.77818,0.04749,0.3599,-0.74989,0.6987,0.34112,-0.68145,0.52644,0.34336,-0.75467,0.36386,0.29455,-0.83818,0.15056,0.24897,-0.87663,0.18617,0.26958,-0.70239,0.07575,0.32156,-0.7563,0.07129,0.09286,-0.81891,0.03417,0.23372,-0.66611,0.52554,0.16842,-0.86454,0.48397
318,3.17,0.1522,-0.89903,1.50285,0.15934,-0.95215,1.25828,0.18222,-0.76466,1.39319,0.185,-0.74323,1.23897,-0.00877,-0.80931,1.45876,-0.07714,-0.65136,1.1948,-0.00861,-0.44006,1.0611,-0.05477,-0.47076,1.0237,-0.05195,-0.39284,1.00104,0.33736,-0.86156,1.47904,0.43422,-1.0009,1.19303,0.42153,-1.01265,0.94028,0.459,-1.05809,0.95972,0.46389,-1.05845,0.88593,0.06112,-0.77305,0.97918,0.32321,-0.79386,0.98297,0.13013,-0.93415,1.08551,0.21582,-0.93985,1.08392,0.03047,-0.82827,0.67438,0.06205,-0.84678,0.48494,0.06146,-0.90015,0.28659,0.11438,-0.92245,0.0821,0.14738,-0.97439,0.10183,0.18174,-0.77806,0.04733,0.35949,-0.7388,0.69862,0.33964,-0.66926,0.52634,0.34292,-0.73393,0.35985,0.29503,-0.80489,0.14167,0.24961,-0.84572,0.17499,0.26949,-0.66511,0.07515,0.32171,-0.71837,0.06763,0.09271,-0.81891,0.03407,0.23234,-0.65508,0.52582,0.16845,-0.86054,0.48344
319,3.18,0.15229,-0.88993,1.50201,0.15972,-0.94316,1.25745,0.18218,-0.75558,1.39234,0.18468,-0.73421,1.23809,-0.00864,-0.80057,1.4581,-0.07714,-0.63827,1.19779,-0.00732,-0.42255,1.07225,-0.05291,-0.45178,1.03316,-0.04983,-0.37311,1.01338,0.33736,-0.85244,1.4783,0.4337,-0.99486,1.19384,0.421,-1.01014,0.94129,0.45841,-1.05535,0.96138,0.4631,-1.05697,0.88753,0.06074,-0.76473,0.97823,0.32296,-0.78403,0.98204,0.13073,-0.9255,1.08461,0.21643,-0.93058,1.08303,0.03075,-0.82245,0.67356,0.06208,-0.84294,0.4842,0.06163,-0.89808,0.28637,0.11462,-0.9222,0.08211,0.14746,-0.97404,0.10224,0.18175,-0.77794,0.04719,0.35907,-0.72824,0.69804,0.33813,-0.65788,0.52573,0.34252,-0.71359,0.35587,0.29558,-0.77102,0.13334,0.25031,-0.81414,0.16415,0.26924,-0.62772,0.07541,0.32175,-0.68007,0.06483,0.09255,-0.81892,0.03398,0.23103,-0.64473,0.52548,0.1685,-0.8564,0.48287
320,3.19,0.15247,-0.88078,1.50105,0.16023,-0.93412,1.25651,0.18221,-0.74643,1.39138,0.18442,-0.72512,1.23712,-0.00845,-0.79183,1.45731,-0.07708,-0.62549,1.20058,-0.00596,-0.40586,1.08302,-0.0511,-0.43354,1.04242,-0.04769,-0.35423,1.02546,0.33744,-0.84322,1.47744,0.4332,-0.9884,1.19438,0.42044,-1.00688,0.94206,0.45778,-1.05188,0.96275,0.46227,-1.05468,0.88886,0.06039,-0.75633,0.97721,0.32274,-0.7741,0.98095,0.13138,-0.91677,1.08362,0.21708,-0.92122,1.08203,0.03105,-0.81644,0.67269,0.06211,-0.83894,0.48342,0.06184,-0.89594,0.28614,0.11487,-0.92193,0.08212,0.14757,-0.97363,0.10266,0.18174,-0.77782,0.04708,0.35865,-0.71826,0.69691,0.33659,-0.64728,0.52459,0.34216,-0.69364,0.35197,0.29616,-0.73666,0.12577,0.25106,-0.78201,0.15388,0.26876,-0.59035,0.07665,0.32163,-0.64154,0.06305,0.09239,-0.81895,0.03393,0.2298,-0.63503,0.5245,0.16854,-0.85214,0.48226
321,3.2,0.15275,-0.87158,1.49996,0.16086,-0.92502,1.25544,0.1823,-0.7372,1.39031,0.18421,-0.71595,1.23604,-0.00817,-0.78308,1.45639,-0.07695,-0.61299,1.20316,-0.00453,-0.38995,1.09335,-0.04933,-0.41604,1.05143,-0.04554,-0.33618,1.03722,0.33761,-0.83388,1.47647,0.43273,-0.98153,1.19467,0.41985,-1.00287,0.94257,0.45713,-1.04768,0.96381,0.46142,-1.05156,0.88987,0.06007,-0.74785,0.9761,0.32255,-0.76405,0.97971,0.13206,-0.90794,1.08253,0.21776,-0.91177,1.0809,0.03135,-0.81023,0.67177,0.06213,-0.83478,0.4826,0.06206,-0.89374,0.28588,0.11514,-0.92163,0.08215,0.14769,-0.97318,0.10309,0.18172,-0.7777,0.04698,0.35821,-0.70889,0.69522,0.33506,-0.63741,0.52295,0.34182,-0.67408,0.34818,0.2967,-0.70199,0.11918,0.25179,-0.74946,0.14439,0.26803,-0.5532,0.07899,0.3213,-0.60299,0.06244,0.09222,-0.81899,0.0339,0.22865,-0.62598,0.52289,0.16857,-0.84775,0.4816
322,3.21,0.15313,-0.86232,1.49872,0.16159,-0.91587,1.25424,0.18245,-0.72791,1.38911,0.18406,-0.7067,1.23484,-0.00782,-0.77433,1.45534,-0.07677,-0.60077,1.2055,-0.00304,-0.3748,1.10319,-0.04759,-0.39924,1.06012,-0.0434,-0.31894,1.0486,0.33786,-0.82443,1.47537,0.43232,-0.97426,1.19468,0.41926,-0.99809,0.94281,0.45648,-1.04275,0.96452,0.46054,-1.04759,0.89054,0.05976,-0.73927,0.97491,0.32239,-0.75386,0.97833,0.13276,-0.89903,1.08133,0.21847,-0.90223,1.07962,0.03162,-0.80382,0.67079,0.06213,-0.83049,0.48173,0.06229,-0.89148,0.28562,0.11541,-0.9213,0.08221,0.14779,-0.97269,0.10354,0.18168,-0.77758,0.04691,0.35778,-0.70013,0.69298,0.33357,-0.6282,0.52083,0.34146,-0.65486,0.34457,0.29711,-0.66722,0.11375,0.25242,-0.71669,0.13591,0.26701,-0.51648,0.08252,0.32071,-0.56467,0.06312,0.09205,-0.81905,0.03388,0.22759,-0.61755,0.52069,0.16858,-0.84326,0.48091
323,3.22,0.15362,-0.85303,1.49735,0.16241,-0.90667,1.2529,0.18267,-0.71856,1.38778,0.18395,-0.69739,1.23352,-0.00737,-0.76556,1.45416,-0.07655,-0.58884,1.20759,-0.00151,-0.36035,1.1125,-0.04587,-0.38314,1.06843,-0.04127,-0.30248,1.05954,0.3382,-0.81485,1.47412,0.43198,-0.9666,1.19441,0.41869,-0.99253,0.94274,0.45584,-1.03707,0.96485,0.45966,-1.04277,0.89082,0.05946,-0.73055,0.97365,0.32223,-0.7435,0.97684,0.13348,-0.89001,1.08,0.2192,-0.89258,1.07818,0.03185,-0.79725,0.66976,0.0621,-0.82606,0.48083,0.06249,-0.88916,0.28534,0.11567,-0.92096,0.08228,0.14786,-0.97218,0.10402,0.18164,-0.77745,0.04684,0.35736,-0.69195,0.69022,0.33216,-0.61954,0.51828,0.34109,-0.63597,0.3412,0.29732,-0.63265,0.1096,0.25285,-0.68393,0.1286,0.26569,-0.48046,0.08724,0.31982,-0.52687,0.06513,0.09186,-0.81911,0.03387,0.22659,-0.60971,0.51795,0.16855,-0.83865,0.48017
324,3.23,0.15421,-0.8437,1.49583,0.16332,-0.89741,1.2514,0.18294,-0.70915,1.3863,0.18388,-0.688,1.23207,-0.00683,-0.75679,1.45284,-0.07627,-0.57717,1.2094,0.00007,-0.34656,1.12123,-0.04417,-0.3677,1.0763,-0.03918,-0.28678,1.06999,0.33864,-0.80514,1.47272,0.43174,-0.95856,1.19383,0.41814,-0.98619,0.94233,0.45524,-1.03066,0.96477,0.45878,-1.03709,0.89067,0.05915,-0.72169,0.97232,0.32209,-0.73297,0.97526,0.13421,-0.88089,1.07852,0.21995,-0.88285,1.07657,0.03203,-0.79051,0.66868,0.06202,-0.8215,0.47988,0.06264,-0.88678,0.28505,0.11592,-0.92062,0.08237,0.14792,-0.97163,0.10453,0.18159,-0.77733,0.04679,0.35698,-0.68429,0.68698,0.33086,-0.61128,0.51539,0.34066,-0.61739,0.33811,0.29723,-0.5986,0.10678,0.253,-0.65147,0.12257,0.26407,-0.44544,0.09313,0.31859,-0.48994,0.0684,0.09169,-0.81916,0.03385,0.22566,-0.60238,0.51476,0.16847,-0.83393,0.47939
325,3.24,0.15493,-0.83434,1.49417,0.16429,-0.8881,1.24974,0.18328,-0.69968,1.38469,0.18386,-0.67856,1.23047,-0.00621,-0.748,1.45139,-0.07597,-0.56576,1.21092,0.00166,-0.33339,1.12933,-0.04249,-0.3529,1.08367,-0.03713,-0.27182,1.07988,0.33919,-0.79533,1.47114,0.43161,-0.95013,1.19294,0.41762,-0.97908,0.94158,0.45467,-1.02349,0.96425,0.45791,-1.03053,0.89007,0.05883,-0.71267,0.97092,0.32196,-0.72225,0.97364,0.13495,-0.87167,1.07687,0.2207,-0.87301,1.07476,0.03214,-0.78364,0.66754,0.06191,-0.8168,0.47889,0.06273,-0.8843,0.28476,0.11612,-0.92026,0.0825,0.14796,-0.97104,0.10507,0.18153,-0.77719,0.04673,0.35669,-0.67703,0.68334,0.3297,-0.6033,0.51224,0.34016,-0.59915,0.33535,0.2968,-0.56547,0.10527,0.25279,-0.61966,0.11786,0.26218,-0.41173,0.10001,0.31703,-0.45427,0.07279,0.09151,-0.81921,0.03383,0.22478,-0.59542,0.51123,0.16836,-0.82908,0.47857
326,3.25,0.15575,-0.82495,1.49238,0.16533,-0.87873,1.24793,0.18367,-0.69016,1.38293,0.18388,-0.66906,1.22874,-0.0055,-0.7392,1.44981,-0.07563,-0.55459,1.21215,0.00328,-0.32079,1.13677,-0.04084,-0.33871,1.09051,-0.03513,-0.25755,1.08917,0.33984,-0.78542,1.46938,0.43161,-0.94133,1.1917,0.41713,-0.97119,0.94044,0.45418,-1.01557,0.96325,0.45706,-1.02308,0.88899,0.05851,-0.70349,0.96944,0.32183,-0.71133,0.97199,0.1357,-0.86235,1.07506,0.22148,-0.86307,1.07277,0.0322,-0.77663,0.66634,0.06176,-0.81193,0.47786,0.06277,-0.8817,0.28445,0.11629,-0.9199,0.08265,0.148,-0.97041,0.10565,0.18148,-0.77705,0.04666,0.35653,-0.66998,0.67942,0.32868,-0.59542,0.50893,0.33959,-0.58134,0.33295,0.296,-0.53364,0.10493,0.2522,-0.58887,0.11442,0.26009,-0.37965,0.10763,0.31519,-0.42025,0.07803,0.09135,-0.81925,0.03379,0.22393,-0.58867,0.50747,0.16821,-0.82409,0.47771
327,3.26,0.15668,-0.81554,1.49045,0.16643,-0.8693,1.24597,0.18412,-0.68059,1.38104,0.18394,-0.65951,1.22686,-0.00471,-0.73039,1.4481,-0.07527,-0.54368,1.21307,0.00489,-0.30873,1.14352,-0.03923,-0.32511,1.09678,-0.03318,-0.24395,1.09778,0.3406,-0.77542,1.46744,0.43176,-0.93214,1.19011,0.4167,-0.96252,0.93892,0.45376,-1.00688,0.96175,0.45625,-1.01473,0.8874,0.05818,-0.69415,0.96788,0.32171,-0.70023,0.97032,0.13646,-0.85291,1.07306,0.22226,-0.85303,1.07059,0.0322,-0.76948,0.66507,0.06161,-0.80688,0.47677,0.06277,-0.87895,0.28414,0.11642,-0.91951,0.08283,0.148,-0.96973,0.10628,0.18144,-0.77692,0.04659,0.3565,-0.66292,0.67534,0.3278,-0.5875,0.50557,0.33893,-0.56406,0.33087,0.29488,-0.50352,0.10553,0.25127,-0.55949,0.1121,0.25788,-0.34953,0.11563,0.31313,-0.38829,0.08378,0.0912,-0.81927,0.03376,0.22311,-0.58191,0.50364,0.16806,-0.81894,0.47681
328,3.27,0.15773,-0.8061,1.4884,0.16757,-0.85978,1.24387,0.18462,-0.67096,1.37902,0.18403,-0.64989,1.22486,-0.00385,-0.72159,1.44628,-0.07489,-0.53302,1.21368,0.00649,-0.29717,1.14954,-0.0377,-0.31207,1.10245,-0.0313,-0.231,1.10569,0.34147,-0.76533,1.46532,0.43207,-0.92256,1.18816,0.41632,-0.95308,0.93699,0.45344,-0.99742,0.95974,0.4555,-1.00548,0.8853,0.05785,-0.68467,0.96623,0.32158,-0.68896,0.96864,0.13725,-0.84337,1.07089,0.22305,-0.84289,1.06823,0.03217,-0.76218,0.66372,0.06146,-0.8016,0.47561,0.06274,-0.87603,0.28381,0.11651,-0.9191,0.08306,0.14797,-0.96901,0.10697,0.18142,-0.77678,0.04651,0.3566,-0.65561,0.67127,0.32702,-0.57939,0.50223,0.33819,-0.54748,0.32907,0.29348,-0.47547,0.10678,0.25003,-0.53189,0.11069,0.25567,-0.32164,0.12356,0.31098,-0.35874,0.08965,0.09107,-0.8193,0.03373,0.2223,-0.57495,0.49986,0.1679,-0.81361,0.47586
329,3.28,0.15889,-0.79665,1.48625,0.16876,-0.85018,1.24164,0.18517,-0.66129,1.37688,0.18416,-0.64019,1.22275,-0.00293,-0.71278,1.44436,-0.0745,-0.52262,1.21398,0.00807,-0.28609,1.15481,-0.03625,-0.29957,1.10748,-0.02948,-0.21865,1.11283,0.34243,-0.75519,1.46301,0.43254,-0.91259,1.18582,0.416,-0.94287,0.93464,0.45323,-0.9872,0.95721,0.45482,-0.99532,0.88269,0.05755,-0.67507,0.96448,0.32146,-0.67756,0.96693,0.13806,-0.83371,1.06857,0.22386,-0.83263,1.06573,0.03213,-0.75473,0.66229,0.06134,-0.79606,0.47439,0.06272,-0.87291,0.28347,0.11658,-0.91864,0.08333,0.1479,-0.96824,0.10772,0.18143,-0.77664,0.04641,0.35679,-0.64777,0.66734,0.32633,-0.57096,0.49898,0.33737,-0.53172,0.32744,0.29188,-0.44981,0.1083,0.24854,-0.50646,0.10989,0.25357,-0.29623,0.13092,0.30885,-0.33192,0.09518,0.09095,-0.81931,0.03371,0.2215,-0.56756,0.49626,0.16777,-0.80806,0.47486
330,3.29,0.16015,-0.78717,1.48401,0.16997,-0.84048,1.2393,0.18576,-0.65156,1.37466,0.18433,-0.63041,1.22056,-0.00195,-0.70396,1.44237,-0.0741,-0.51247,1.21396,0.00961,-0.27543,1.15932,-0.03489,-0.2876,1.11186,-0.02774,-0.20687,1.11917,0.3435,-0.74499,1.46055,0.43317,-0.90221,1.18311,0.41574,-0.93191,0.9319,0.45315,-0.97621,0.95417,0.45423,-0.98426,0.87958,0.05729,-0.66535,0.96263,0.32135,-0.66605,0.96517,0.13891,-0.82394,1.06613,0.22468,-0.82227,1.06311,0.03211,-0.7471,0.66078,0.06126,-0.79023,0.47309,0.06272,-0.86956,0.28311,0.11662,-0.91814,0.08365,0.14779,-0.96741,0.10856,0.18147,-0.77651,0.0463,0.35699,-0.63917,0.66371,0.32567,-0.56208,0.49587,0.33646,-0.51689,0.32586,0.29015,-0.42683,0.10972,0.24687,-0.4835,0.10939,0.25167,-0.27349,0.13721,0.30685,-0.30809,0.09994,0.09084,-0.81932,0.0337,0.22069,-0.55958,0.49293,0.16767,-0.80226,0.47379
331,3.3,0.16152,-0.77766,1.4817,0.17122,-0.83067,1.23687,0.1864,-0.64179,1.37238,0.18453,-0.62053,1.21832,-0.00092,-0.69513,1.44033,-0.0737,-0.50257,1.21364,0.01111,-0.26519,1.16304,-0.03362,-0.27613,1.11556,-0.02607,-0.19564,1.12467,0.34465,-0.73475,1.45794,0.43396,-0.89143,1.18003,0.41556,-0.9202,0.92876,0.45319,-0.96446,0.95065,0.45375,-0.9723,0.87599,0.05708,-0.65554,0.9607,0.32128,-0.65446,0.96335,0.1398,-0.81405,1.06363,0.22552,-0.81178,1.06043,0.03213,-0.73928,0.65919,0.06124,-0.78409,0.4717,0.06274,-0.86599,0.28275,0.11664,-0.91759,0.08405,0.14763,-0.96652,0.10949,0.18153,-0.77638,0.04618,0.35711,-0.62965,0.66048,0.32501,-0.55265,0.49292,0.33546,-0.50305,0.3242,0.28835,-0.40673,0.11067,0.24503,-0.46328,0.10887,0.25003,-0.25357,0.14196,0.30507,-0.28744,0.1035,0.09075,-0.81933,0.03369,0.21988,-0.55085,0.48991,0.16763,-0.79618,0.47266
332,3.31,0.16297,-0.76812,1.47936,0.17249,-0.82073,1.23438,0.18709,-0.63195,1.37008,0.18477,-0.61052,1.21606,0.00016,-0.68627,1.43827,-0.07331,-0.49294,1.21302,0.01255,-0.25534,1.16599,-0.03245,-0.26514,1.11857,-0.0245,-0.18491,1.12931,0.34589,-0.72449,1.45522,0.43489,-0.88022,1.17661,0.41545,-0.90775,0.92526,0.45336,-0.95195,0.94668,0.4534,-0.95946,0.87195,0.05692,-0.64564,0.95868,0.32123,-0.64281,0.96147,0.14072,-0.80404,1.0611,0.22639,-0.80118,1.05772,0.03222,-0.73127,0.65751,0.06127,-0.77764,0.47024,0.06279,-0.86218,0.28238,0.11662,-0.917,0.08455,0.14742,-0.96557,0.11055,0.18162,-0.77626,0.04606,0.35707,-0.61913,0.65771,0.32432,-0.54262,0.49016,0.33435,-0.49022,0.32235,0.28653,-0.38963,0.11081,0.24307,-0.44597,0.10807,0.2487,-0.23654,0.14478,0.30351,-0.27007,0.10548,0.09069,-0.81931,0.03369,0.21905,-0.54129,0.48724,0.16765,-0.78982,0.47146
333,3.32,0.16452,-0.75853,1.477,0.1738,-0.81067,1.23187,0.18782,-0.62204,1.36779,0.18505,-0.6004,1.21384,0.00129,-0.67739,1.43623,-0.07291,-0.48356,1.21209,0.01391,-0.24586,1.16815,-0.03138,-0.25463,1.12086,-0.02301,-0.17466,1.13305,0.34722,-0.71422,1.45243,0.43595,-0.86857,1.17286,0.41542,-0.89457,0.92143,0.45366,-0.93869,0.94232,0.45319,-0.94575,0.86753,0.05681,-0.63565,0.9566,0.32123,-0.63112,0.95952,0.14169,-0.79388,1.0586,0.22728,-0.79046,1.05503,0.03239,-0.72306,0.65578,0.06136,-0.77087,0.46872,0.06286,-0.85816,0.28204,0.11656,-0.91634,0.08516,0.14714,-0.96455,0.11176,0.18171,-0.77615,0.04593,0.3568,-0.60768,0.65539,0.32357,-0.53195,0.48762,0.33312,-0.47833,0.32024,0.28471,-0.37556,0.10995,0.24104,-0.43162,0.10676,0.24762,-0.22241,0.14542,0.30216,-0.25596,0.10565,0.09065,-0.81927,0.03368,0.21819,-0.53089,0.4849,0.16772,-0.78313,0.47018
334,3.33,0.16615,-0.7489,1.47466,0.17513,-0.80047,1.22935,0.18861,-0.61206,1.36556,0.18539,-0.59013,1.21167,0.00247,-0.66846,1.43422,-0.07253,-0.47444,1.21088,0.01519,-0.23672,1.16954,-0.0304,-0.24457,1.12242,-0.02162,-0.16487,1.13588,0.34861,-0.70394,1.44961,0.43711,-0.85646,1.16883,0.41547,-0.88065,0.91733,0.45407,-0.92467,0.93761,0.45314,-0.93116,0.86277,0.05677,-0.62557,0.95449,0.32128,-0.61939,0.9575,0.14269,-0.78356,1.05616,0.22821,-0.7796,1.05241,0.03267,-0.71464,0.65401,0.06149,-0.7638,0.46715,0.06295,-0.85393,0.28175,0.11644,-0.91564,0.08593,0.1468,-0.96347,0.11315,0.18179,-0.77604,0.0458,0.35628,-0.59546,0.65348,0.32274,-0.52066,0.48529,0.33178,-0.4673,0.31785,0.28293,-0.36439,0.10798,0.23901,-0.42016,0.10483,0.2467,-0.21104,0.14377,0.30095,-0.24496,0.10389,0.09063,-0.8192,0.03366,0.2173,-0.51971,0.48289,0.16784,-0.77612,0.46884
335,3.34,0.16786,-0.73922,1.47236,0.1765,-0.79014,1.22685,0.18946,-0.602,1.36342,0.18579,-0.57973,1.2096,0.00372,-0.65948,1.43228,-0.07215,-0.46556,1.2094,0.01638,-0.22792,1.17014,-0.02954,-0.23495,1.12323,-0.02033,-0.15549,1.13777,0.35009,-0.69364,1.44679,0.43836,-0.84389,1.16457,0.41559,-0.86601,0.91299,0.45459,-0.90992,0.93262,0.45326,-0.91571,0.85774,0.05676,-0.61538,0.95238,0.32136,-0.60761,0.95543,0.14372,-0.77305,1.05384,0.22918,-0.76858,1.04988,0.03303,-0.70604,0.65221,0.06165,-0.75645,0.46555,0.06303,-0.84951,0.28153,0.11626,-0.91488,0.08688,0.14638,-0.9623,0.11477,0.18186,-0.77593,0.04568,0.35551,-0.58266,0.6519,0.32184,-0.50883,0.48317,0.33035,-0.45704,0.31519,0.2812,-0.35586,0.10497,0.23704,-0.41136,0.10229,0.2458,-0.20221,0.13989,0.2998,-0.23679,0.10028,0.09062,-0.81912,0.03364,0.21641,-0.50789,0.48116,0.16799,-0.76878,0.46744
336,3.35,0.16966,-0.7295,1.47011,0.17793,-0.77966,1.22441,0.19037,-0.59184,1.36139,0.18626,-0.56917,1.20765,0.00503,-0.65043,1.43044,-0.07178,-0.45692,1.20765,0.01746,-0.21943,1.16997,-0.02879,-0.22578,1.12329,-0.01916,-0.14652,1.13869,0.35165,-0.68331,1.44401,0.43968,-0.83084,1.16012,0.4158,-0.85063,0.90848,0.45519,-0.89444,0.92742,0.45354,-0.89941,0.85253,0.05679,-0.60506,0.95028,0.32147,-0.59576,0.9533,0.14478,-0.76232,1.05165,0.23018,-0.75739,1.04747,0.03348,-0.69725,0.65044,0.06181,-0.7488,0.46395,0.0631,-0.8449,0.28141,0.11601,-0.91404,0.08805,0.14588,-0.96104,0.11665,0.18191,-0.77583,0.04556,0.35455,-0.56952,0.65059,0.3209,-0.49659,0.48124,0.32885,-0.44743,0.31234,0.27955,-0.34958,0.10109,0.23521,-0.40483,0.09924,0.2448,-0.19555,0.13401,0.29861,-0.23101,0.09504,0.09059,-0.81904,0.03361,0.21553,-0.49564,0.47967,0.16816,-0.76109,0.466
337,3.36,0.17155,-0.71972,1.46796,0.17941,-0.76904,1.22205,0.19136,-0.5816,1.35953,0.18678,-0.55845,1.20586,0.00641,-0.64131,1.42871,-0.07143,-0.44851,1.20566,0.01843,-0.21123,1.16902,-0.02817,-0.21703,1.12259,-0.0181,-0.13794,1.13865,0.35329,-0.67293,1.44132,0.44103,-0.81729,1.15554,0.41608,-0.83449,0.90384,0.45585,-0.87823,0.92208,0.45397,-0.88226,0.84721,0.05684,-0.59458,0.94825,0.32159,-0.58382,0.95114,0.14586,-0.75135,1.04962,0.23121,-0.74602,1.04523,0.03399,-0.68825,0.64869,0.06198,-0.74084,0.46237,0.06314,-0.84009,0.28142,0.1157,-0.9131,0.08948,0.14532,-0.95965,0.11883,0.18193,-0.77573,0.04545,0.35345,-0.55627,0.64948,0.31996,-0.48414,0.47948,0.32732,-0.43837,0.3094,0.27799,-0.34501,0.09667,0.23357,-0.40005,0.09593,0.24363,-0.19055,0.12652,0.29736,-0.22709,0.0885,0.09057,-0.81895,0.03359,0.21471,-0.4832,0.47835,0.16836,-0.75305,0.46454
338,3.37,0.17354,-0.70991,1.46594,0.18097,-0.75826,1.2198,0.19242,-0.57127,1.35785,0.18736,-0.54758,1.20427,0.00787,-0.63213,1.42713,-0.07108,-0.44033,1.20347,0.01928,-0.20332,1.16729,-0.02769,-0.20872,1.12113,-0.01718,-0.12971,1.13761,0.35502,-0.66246,1.43874,0.44241,-0.80324,1.15089,0.41644,-0.81761,0.89914,0.45656,-0.86132,0.91667,0.45455,-0.86429,0.84186,0.05688,-0.58392,0.94631,0.32171,-0.57176,0.94897,0.14696,-0.74011,1.04778,0.23228,-0.73448,1.04318,0.03456,-0.67902,0.64701,0.06215,-0.73254,0.46083,0.06318,-0.83504,0.2816,0.11534,-0.91203,0.09121,0.1447,-0.95809,0.12139,0.18192,-0.77561,0.04534,0.35232,-0.54309,0.64854,0.31907,-0.47166,0.47788,0.32578,-0.42973,0.30649,0.27656,-0.3415,0.09208,0.23213,-0.3964,0.09263,0.24227,-0.18662,0.1179,0.29606,-0.2244,0.08112,0.09055,-0.81885,0.03357,0.21398,-0.47085,0.47717,0.16859,-0.74461,0.46307
339,3.38,0.17564,-0.70004,1.46411,0.18258,-0.74733,1.21771,0.19354,-0.56086,1.35641,0.18798,-0.53655,1.20293,0.00939,-0.62288,1.42571,-0.07074,-0.43238,1.2011,0.02001,-0.19567,1.1648,-0.02736,-0.20084,1.11892,-0.0164,-0.12186,1.13558,0.35685,-0.6519,1.43633,0.4438,-0.78869,1.14622,0.41686,-0.79997,0.89445,0.45729,-0.8437,0.91127,0.45523,-0.84551,0.83654,0.05691,-0.57307,0.9445,0.32181,-0.55961,0.94684,0.14804,-0.7286,1.04616,0.23337,-0.72278,1.04138,0.03517,-0.66952,0.64542,0.06233,-0.72384,0.45935,0.06321,-0.82972,0.282,0.11493,-0.91076,0.09329,0.14407,-0.9563,0.12437,0.18189,-0.77549,0.04521,0.35124,-0.53017,0.64776,0.31831,-0.45938,0.47646,0.32431,-0.42135,0.30378,0.27527,-0.33841,0.08772,0.23091,-0.39321,0.08968,0.2408,-0.18313,0.10867,0.29479,-0.2223,0.07335,0.09057,-0.81873,0.03357,0.21338,-0.45883,0.47609,0.16885,-0.73575,0.46162
340,3.39,0.17782,-0.69013,1.46253,0.18426,-0.73627,1.21585,0.19473,-0.55038,1.35525,0.18864,-0.52538,1.20188,0.01096,-0.61358,1.42453,-0.0704,-0.42465,1.1986,0.0206,-0.18831,1.16153,-0.02721,-0.19341,1.11597,-0.01579,-0.11437,1.13256,0.35876,-0.64123,1.43412,0.44518,-0.77361,1.14159,0.41734,-0.78159,0.88984,0.45804,-0.82537,0.90594,0.45598,-0.82594,0.83132,0.05694,-0.56203,0.94286,0.32189,-0.5474,0.94483,0.14909,-0.71685,1.04478,0.23446,-0.71097,1.03987,0.03583,-0.65967,0.64393,0.06252,-0.71465,0.45796,0.06326,-0.82405,0.28266,0.11451,-0.90924,0.0958,0.14347,-0.95419,0.12784,0.18188,-0.77535,0.04506,0.35027,-0.51764,0.64717,0.31774,-0.44746,0.47527,0.32297,-0.41305,0.30143,0.27417,-0.33516,0.08391,0.22993,-0.38993,0.08734,0.23934,-0.17958,0.09933,0.29365,-0.22024,0.06564,0.09068,-0.81859,0.0336,0.21292,-0.44734,0.47511,0.16916,-0.72637,0.46021
